time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
4.900000000000002132e-01,2.611399284716939828e-01,-6.129748507193574433e-03,-3.022704567632472084e-01,2.611243543344056728e-01,-6.135016814299433519e-03,-3.022655038299100205e-01,3.854978860611045777e-01,7.536412434421459194e-02,-3.092114478446571502e-01
5.000000000000000000e-01,2.633058604546348880e-01,-6.411388572063535934e-03,-3.014707101142419798e-01,2.630744260628730680e-01,-6.454036438550884644e-03,-3.014325350716941521e-01,3.824909223906456379e-01,7.578027628168326757e-02,-3.128313349511434582e-01
5.099999999999997868e-01,2.666523913759861197e-01,-6.494748840470175935e-03,-3.007272748463046264e-01,2.654835131105882096e-01,-6.690046222565740851e-03,-3.006162324105781658e-01,3.794161635236308339e-01,7.563143897525673176e-02,-3.167158376086109950e-01
5.200000000000013500e-01,2.716595646628187644e-01,-6.353568392825972681e-03,-2.997890726711623932e-01,2.685728432760962070e-01,-6.824692977160082275e-03,-2.997415242336188834e-01,3.772469523220458587e-01,7.548610750141643289e-02,-3.192386732335606991e-01
5.300000000000011369e-01,2.784082175938685233e-01,-6.030707756841386172e-03,-2.983068434716630302e-01,2.724261848325612578e-01,-6.864743382677038035e-03,-2.986990762961035939e-01,3.748671638814261575e-01,7.531755115213731311e-02,-3.222841777180265876e-01
5.400000000000009237e-01,2.868735850081763350e-01,-5.567692973280802260e-03,-2.959550530542384150e-01,2.770956969191952224e-01,-6.817811970858508180e-03,-2.973800261476862716e-01,3.732704148226904106e-01,7.514641782071720955e-02,-3.246178039748709998e-01
5.500000000000007105e-01,2.969498086129400138e-01,-5.003440166423832672e-03,-2.924404822460267006e-01,2.826088265491851215e-01,-6.691990813442662278e-03,-2.956758844457537672e-01,3.722489128510869660e-01,7.498873477167475321e-02,-3.262707688840759679e-01
5.600000000000004974e-01,3.084599182766959991e-01,-4.374308042721845521e-03,-2.875073532464161863e-01,2.889655732121123033e-01,-6.495800075900871016e-03,-2.934826141517747899e-01,3.715222712218911871e-01,7.434274242231134200e-02,-3.292107208878035651e-01
5.700000000000002842e-01,3.211662626710680701e-01,-3.713729468782282772e-03,-2.809434854360158829e-01,2.961364299736854444e-01,-6.238246573551451367e-03,-2.907046775165221808e-01,3.716347826393519016e-01,7.398516623364910505e-02,-3.300664376577762127e-01
5.800000000000000711e-01,3.347822729621708904e-01,-3.051756763636854792e-03,-2.725868030043405166e-01,3.040783440197424303e-01,-5.928681612792209218e-03,-2.872454761414655056e-01,3.731570936716031017e-01,7.298107302242917704e-02,-3.318793684710842906e-01
5.899999999999998579e-01,3.489855983955486574e-01,-2.414651082162596902e-03,-2.623312468062067859e-01,3.127239623483117348e-01,-5.576693067780365276e-03,-2.830180338127948891e-01,3.755028541550683441e-01,7.255512398319075018e-02,-3.318241353004662275e-01
6.000000000000014211e-01,3.634323031705337659e-01,-1.824578550706620591e-03,-2.501311809709982348e-01,3.219819174762619252e-01,-5.192190582969078566e-03,-2.779492967169007178e-01,3.786108158542463853e-01,7.210854680572342801e-02,-3.309431780908051457e-01
6.100000000000012079e-01,3.777715960342463153e-01,-1.299439778388274732e-03,-2.360035752021351352e-01,3.317503272548407156e-01,-4.784867125449882193e-03,-2.719730716023188721e-01,3.830762280124458963e-01,7.066972476643160195e-02,-3.293977273799910677e-01
6.200000000000009948e-01,3.916604362915964144e-01,-8.528373230190658752e-04,-2.200275116932078889e-01,3.419090810433606520e-01,-4.364305749041861270e-03,-2.650412122752680011e-01,3.881487425408498559e-01,6.942488610953448380e-02,-3.267158511984421532e-01
6.300000000000007816e-01,4.047773118847861062e-01,-4.941741512614269971e-04,-2.023408571573513115e-01,3.523268550166518964e-01,-3.940078425538998640e-03,-2.571229399406271821e-01,3.934451389313303737e-01,6.822803099265381532e-02,-3.235289946787825999e-01
6.400000000000005684e-01,4.168345109975913898e-01,-2.288704168457995729e-04,-1.831342155993848086e-01,3.628687903882288901e-01,-3.520901937967464874e-03,-2.482016179194985184e-01,4.010327931213706343e-01,6.622779876582020331e-02,-3.181896613499308191e-01
6.500000000000003553e-01,4.275882932952806970e-01,-5.868226808643630180e-05,-1.626425180600112319e-01,3.733925839547154735e-01,-3.115293546996590699e-03,-2.382839971144027347e-01,4.070948452319435029e-01,6.451909995610678739e-02,-3.136458989514722129e-01
6.600000000000001421e-01,4.368465054627686528e-01,1.789571312598998553e-05,-1.411347897012054653e-01,3.837596175834591117e-01,-2.730716357236476731e-03,-2.273926511585700472e-01,4.116777396076506390e-01,6.302204595200065762e-02,-3.095656703182574354e-01
6.699999999999999289e-01,4.444733584798008508e-01,5.164418632587789923e-06,-1.189027571158335073e-01,3.938325072084877809e-01,-2.374027941038224683e-03,-2.155727983385291868e-01,4.169977524579485673e-01,6.148487182743958557e-02,-3.043474890895616625e-01
6.800000000000014921e-01,4.503912757693577795e-01,-9.028695435720770438e-05,-9.624901253523887590e-02,4.034836689898791406e-01,-2.050789170501436665e-03,-2.028854470678046473e-01,4.226259565389517414e-01,5.978125822330084688e-02,-2.982962123058098269e-01
6.900000000000012790e-01,4.545799117356691954e-01,-2.601075654894908270e-04,-7.347544449112564102e-02,4.125947901309037769e-01,-1.765773370863970388e-03,-1.894106940411335038e-01,4.251067458989228331e-01,5.901334485812479574e-02,-2.953498899714427361e-01
