time,sx_x,sx_y,sx_z,mat_x,mat_y,mat_z,vicon_x,vicon_y,vicon_z
1.799999999999997158e-01,4.366245791104957918e-01,-4.121184766150096123e-04,-1.584434188490193521e-03,4.366246642664882160e-01,-4.109863374951384560e-04,-1.580133958495850022e-03,4.353553770834812653e-01,4.998089201957489625e-03,-2.085969656137229289e-02
1.899999999999995026e-01,4.368369127913698802e-01,-9.149704403078243566e-04,-3.527464426431470984e-03,4.368370521909692439e-01,-9.136523343971706930e-04,-3.522420486087937327e-03,4.353557325815602397e-01,4.939688578134308894e-03,-2.088849516801977169e-02
2.000000000000010658e-01,4.370695743803947320e-01,-1.628297381893256072e-03,-6.288011266834851558e-03,4.370697930675159215e-01,-1.626904546495096335e-03,-6.282637433293483328e-03,4.353539696356514277e-01,4.955241358079065517e-03,-2.094378976674710069e-02
2.100000000000008527e-01,4.372913767951087105e-01,-2.535303240436808086e-03,-9.801331260892220953e-03,4.372916469091473468e-01,-2.534085459620917871e-03,-9.796589298038877944e-03,4.353521996724948329e-01,4.970802697353983446e-03,-2.099908306516373724e-02
2.200000000000006395e-01,4.374711762767772294e-01,-3.612449630802646444e-03,-1.397617842191222967e-02,4.374715485607552634e-01,-3.611386022863375539e-03,-1.397196889004208645e-02,4.367721863463335241e-01,4.389130274583763480e-03,-2.110817676107018537e-02
2.300000000000004263e-01,4.375800986250629188e-01,-4.834270287485858790e-03,-1.871364489269104064e-02,4.375805279520706415e-01,-4.833538453336176828e-03,-1.871065123015969861e-02,4.374095278646699114e-01,4.150503950566507283e-03,-2.131821548002552080e-02
2.400000000000002132e-01,4.375930084074499127e-01,-6.175904812244230498e-03,-2.391708384386465394e-02,4.375933865987561289e-01,-6.175604503706079787e-03,-2.391569168677645102e-02,4.389689089082190465e-01,3.584974914064738283e-03,-2.234529669371732030e-02
2.500000000000000000e-01,4.374892475369924760e-01,-7.614334856053985891e-03,-2.949695787469139296e-02,4.374895305104699039e-01,-7.614366307888975616e-03,-2.949677456632879974e-02,4.391704817118287085e-01,3.327847797948341180e-03,-2.250656843469442392e-02
2.599999999999997868e-01,4.372528127109684415e-01,-9.128896048877430808e-03,-3.537285425385109511e-02,4.372527183789104432e-01,-9.130265661736105404e-03,-3.537777516564440117e-02,4.393693086232381972e-01,3.025760249713412009e-03,-2.272540880676343633e-02
2.699999999999995737e-01,4.368721587695723607e-01,-1.070139686788677651e-02,-4.147396167599856631e-02,4.368711898101944047e-01,-1.070492276751952403e-02,-4.148714263226901261e-02,4.395721899431432877e-01,2.659851533303662918e-03,-2.287033243503294733e-02
2.800000000000011369e-01,4.363397836134128571e-01,-1.231603357015272765e-02,-4.773874848475780086e-02,4.363376768979537745e-01,-1.232140908090962640e-02,-4.775896642081910171e-02,4.408554670423405764e-01,-3.283411508318595518e-03,-3.174489586112932971e-02
2.900000000000009237e-01,4.356517081411829251e-01,-1.395920792099524313e-02,-5.411425909385596950e-02,4.356480120378564691e-01,-1.396667013662360353e-02,-5.414238092296257826e-02,4.414914249804182678e-01,-4.973956436087875743e-03,-3.474549774200380581e-02
3.000000000000007105e-01,4.348069266785025144e-01,-1.561930671120889506e-02,-6.055525978712742591e-02,4.348021184973073217e-01,-1.562746112206960317e-02,-6.058580456947770115e-02,4.415250692971152136e-01,-5.428254595536384508e-03,-3.553478526509984414e-02
3.100000000000004974e-01,4.338068744466220261e-01,-1.728647470792909688e-02,-6.702335786402510709e-02,4.338008150302004040e-01,-1.729538467367693066e-02,-6.705649511997391343e-02,4.415011345325388081e-01,-5.744670227587879430e-03,-3.627722579382033907e-02
3.200000000000002842e-01,4.326549380759253660e-01,-1.895239736559047039e-02,-7.348615780303428824e-02,4.326485632826771455e-01,-1.896076946092254897e-02,-7.351679146576464707e-02,4.414703513453033246e-01,-6.016624117295497898e-03,-3.710876973199417339e-02
3.300000000000000711e-01,4.313560215535475195e-01,-2.061010089841953594e-02,-7.991648417225651058e-02,4.313492525791072785e-01,-2.061818032948496346e-02,-7.994551690867163218e-02,4.414538659265638820e-01,-6.482383397444741596e-03,-3.773806158625148122e-02
3.399999999999998579e-01,4.299161713697142728e-01,-2.225377235592774020e-02,-8.629168245713736418e-02,4.299097775578958336e-01,-2.226087658243890502e-02,-8.631645567529169782e-02,4.393651926661703566e-01,-1.227078080944215763e-02,-4.979654933738711375e-02
3.499999999999996447e-01,4.283422594689441643e-01,-2.387860021672660524e-02,-9.259299893046568641e-02,4.283360226205968346e-01,-2.388510101084797763e-02,-9.261502885576790300e-02,4.391885811507699744e-01,-1.321991646815727159e-02,-5.202181992821389156e-02
3.599999999999994316e-01,4.266417197498365010e-01,-2.548063428527131552e-02,-9.880503578363455941e-02,4.266355381161598403e-01,-2.548671064310309084e-02,-9.882509815187048852e-02,4.390663794362570371e-01,-1.388917505399724778e-02,-5.346978992010387177e-02
3.700000000000009948e-01,4.248223324807129941e-01,-2.705666340004787840e-02,-1.049152753474744126e-01,4.248154669459806021e-01,-2.706293941461196395e-02,-1.049358977962813189e-01,4.389662281305182212e-01,-1.423338370408096937e-02,-5.455863470578162233e-02
3.800000000000007816e-01,4.228920505417594899e-01,-2.860410923087045726e-02,-1.109136664226206825e-01,4.228857638593952473e-01,-2.860961921898138444e-02,-1.109312157711737912e-01,4.388565423967879520e-01,-1.460850450691113245e-02,-5.571849596171096763e-02
3.900000000000005684e-01,4.208588614938714723e-01,-3.012093411222977954e-02,-1.167922658027395338e-01,4.208517102683930755e-01,-3.012675404199757420e-02,-1.168109502331039773e-01,4.387612608538394854e-01,-1.500803577683600815e-02,-5.678369989779946669e-02
4.000000000000003553e-01,4.187306798790597084e-01,-3.160556145941568335e-02,-1.225449283011491031e-01,4.187239623665025001e-01,-3.161081203987622934e-02,-1.225613811924780583e-01,4.344449441138030776e-01,-2.321020110878104642e-02,-7.817652528620258612e-02
4.100000000000001421e-01,4.165152647068253167e-01,-3.305680711951546058e-02,-1.281670392312119489e-01,4.165086361536715076e-01,-3.306176188454144904e-02,-1.281823211240796789e-01,4.341002569144786216e-01,-2.402771513250124766e-02,-7.983805176627417621e-02
4.199999999999999289e-01,4.142201576887671877e-01,-3.447382014728063437e-02,-1.336552839023043004e-01,4.142136852149306270e-01,-3.447848147415780162e-02,-1.336693678552771936e-01,4.337867237907289120e-01,-2.436456653823831572e-02,-8.143745827033507800e-02
4.299999999999997158e-01,4.118526383935838808e-01,-3.585603196338062182e-02,-1.390074492116318006e-01,4.118471071250167648e-01,-3.586001164922388018e-02,-1.390187962745012273e-01,4.336118628786492790e-01,-2.473969428093715506e-02,-8.228425924859317231e-02
4.399999999999995026e-01,4.094196930600551010e-01,-3.720311251883355597e-02,-1.442222531185031187e-01,4.094143743158413229e-01,-3.720685021280673715e-02,-1.442325932565663993e-01,4.334082627617258376e-01,-2.513189557790241821e-02,-8.328446536590303206e-02
4.500000000000010658e-01,4.069279943305261216e-01,-3.851493275434778041e-02,-1.492991981669196944e-01,4.069236599312356373e-01,-3.851807214770151810e-02,-1.493071433221993816e-01,4.278277413934156170e-01,-3.179723521291183408e-02,-1.030590420617991665e-01
4.600000000000008527e-01,4.043838896225672164e-01,-3.979153240906325995e-02,-1.542384457969088185e-01,4.043798709483544807e-01,-3.979443517383200041e-02,-1.542454349198249253e-01,4.256072637967925898e-01,-3.421512794459097978e-02,-1.093031112897818735e-01
4.700000000000006395e-01,4.017933962546958448e-01,-4.103309230855751999e-02,-1.590407086186982621e-01,4.017898801155294630e-01,-4.103568580247164699e-02,-1.590464955470400898e-01,4.248904646797159179e-01,-3.467294757043226650e-02,-1.113589097392548993e-01
4.800000000000004263e-01,3.991622017897787922e-01,-4.223991078368589253e-02,-1.637071580825598116e-01,3.991588001727241486e-01,-4.224239197788252909e-02,-1.637124947400073749e-01,4.244648609510297543e-01,-3.521066811700339361e-02,-1.124374992392321027e-01
4.900000000000002132e-01,3.964956683405282956e-01,-4.341238335265948378e-02,-1.682393454759615881e-01,3.964916369012893016e-01,-4.341508470403913911e-02,-1.682454703963220666e-01,4.240700251447628855e-01,-3.602250954611806860e-02,-1.133157074737440179e-01
5.000000000000000000e-01,3.937988398317864291e-01,-4.455098544244198017e-02,-1.726391343133464595e-01,3.937944542047276397e-01,-4.455378749164067009e-02,-1.726455546350506853e-01,4.235694710262908336e-01,-3.650669528069634684e-02,-1.146920254566673736e-01
5.099999999999997868e-01,3.910764514096301547e-01,-4.565625757551434322e-02,-1.769086425530918272e-01,3.910725727019093156e-01,-4.565882950021610265e-02,-1.769140378740323427e-01,4.146400236012378615e-01,-4.366507535014592378e-02,-1.343217884394453110e-01
5.199999999999995737e-01,3.883329403560947246e-01,-4.672879270713207328e-02,-1.810501932421897942e-01,3.883287990921382438e-01,-4.673147993394434485e-02,-1.810557431657952854e-01,4.109119348864811450e-01,-4.611151019879303203e-02,-1.408079153482245938e-01
5.300000000000011369e-01,3.855724580045232774e-01,-4.776922546180951273e-02,-1.850662723783199071e-01,3.855679418605444386e-01,-4.777210664850445321e-02,-1.850721114375780130e-01,4.099602290205914823e-01,-4.640281642704459364e-02,-1.424859047228081155e-01
5.400000000000009237e-01,3.827988822588401230e-01,-4.877822291804433108e-02,-1.889594929854408745e-01,3.827945481781553916e-01,-4.878114240845018990e-02,-1.889648321663257857e-01,4.090446667626830290e-01,-4.692033909930687363e-02,-1.439864238219867587e-01
